A test of CPS4 units
  361 1 1 1
  1	1	1	1	1	1	1	0.0000000000 	0.0000000000 	0.0000000000 
2	1	1	1	1	1	1	0.5555555556 	0.0000000000 	0.0000000000 
3	1	1	1	1	1	1	1.1111111111 	0.0000000000 	0.0000000000 
4	1	1	1	1	1	1	1.6666666667 	0.0000000000 	0.0000000000 
5	1	1	1	1	1	1	2.2222222222 	0.0000000000 	0.0000000000 
6	1	1	1	1	1	1	2.7777777778 	0.0000000000 	0.0000000000 
7	1	1	1	1	1	1	3.3333333333 	0.0000000000 	0.0000000000 
8	1	1	1	1	1	1	3.8888888889 	0.0000000000 	0.0000000000 
9	1	1	1	1	1	1	4.4444444444 	0.0000000000 	0.0000000000 
10	1	1	1	1	1	1	5.0000000000 	0.0000000000 	0.0000000000 
11	1	1	1	1	1	1	5.5555555556 	0.0000000000 	0.0000000000 
12	1	1	1	1	1	1	6.1111111111 	0.0000000000 	0.0000000000 
13	1	1	1	1	1	1	6.6666666667 	0.0000000000 	0.0000000000 
14	1	1	1	1	1	1	7.2222222222 	0.0000000000 	0.0000000000 
15	1	1	1	1	1	1	7.7777777778 	0.0000000000 	0.0000000000 
16	1	1	1	1	1	1	8.3333333333 	0.0000000000 	0.0000000000 
17	1	1	1	1	1	1	8.8888888889 	0.0000000000 	0.0000000000 
18	1	1	1	1	1	1	9.4444444444 	0.0000000000 	0.0000000000 
19	1	1	1	1	1	1	10.0000000000 	0.0000000000 	0.0000000000 
20	1	1	1	1	1	1	0.0000000000 	0.5555555556 	0.0000000000 
21	0	0	0	0	0	1	0.5555555556 	0.5555555556 	0.0000000000 
22	0	0	0	0	0	1	1.1111111111 	0.5555555556 	0.0000000000 
23	0	0	0	0	0	1	1.6666666667 	0.5555555556 	0.0000000000 
24	0	0	0	0	0	1	2.2222222222 	0.5555555556 	0.0000000000 
25	0	0	0	0	0	1	2.7777777778 	0.5555555556 	0.0000000000 
26	0	0	0	0	0	1	3.3333333333 	0.5555555556 	0.0000000000 
27	0	0	0	0	0	1	3.8888888889 	0.5555555556 	0.0000000000 
28	0	0	0	0	0	1	4.4444444444 	0.5555555556 	0.0000000000 
29	0	0	0	0	0	1	5.0000000000 	0.5555555556 	0.0000000000 
30	0	0	0	0	0	1	5.5555555556 	0.5555555556 	0.0000000000 
31	0	0	0	0	0	1	6.1111111111 	0.5555555556 	0.0000000000 
32	0	0	0	0	0	1	6.6666666667 	0.5555555556 	0.0000000000 
33	0	0	0	0	0	1	7.2222222222 	0.5555555556 	0.0000000000 
34	0	0	0	0	0	1	7.7777777778 	0.5555555556 	0.0000000000 
35	0	0	0	0	0	1	8.3333333333 	0.5555555556 	0.0000000000 
36	0	0	0	0	0	1	8.8888888889 	0.5555555556 	0.0000000000 
37	0	0	0	0	0	1	9.4444444444 	0.5555555556 	0.0000000000 
38	1	1	1	1	1	1	10.0000000000 	0.5555555556 	0.0000000000 
39	1	1	1	1	1	1	0.0000000000 	1.1111111111 	0.0000000000 
40	0	0	0	0	0	1	0.5555555556 	1.1111111111 	0.0000000000 
41	0	0	0	0	0	1	1.1111111111 	1.1111111111 	0.0000000000 
42	0	0	0	0	0	1	1.6666666667 	1.1111111111 	0.0000000000 
43	0	0	0	0	0	1	2.2222222222 	1.1111111111 	0.0000000000 
44	0	0	0	0	0	1	2.7777777778 	1.1111111111 	0.0000000000 
45	0	0	0	0	0	1	3.3333333333 	1.1111111111 	0.0000000000 
46	0	0	0	0	0	1	3.8888888889 	1.1111111111 	0.0000000000 
47	0	0	0	0	0	1	4.4444444444 	1.1111111111 	0.0000000000 
48	0	0	0	0	0	1	5.0000000000 	1.1111111111 	0.0000000000 
49	0	0	0	0	0	1	5.5555555556 	1.1111111111 	0.0000000000 
50	0	0	0	0	0	1	6.1111111111 	1.1111111111 	0.0000000000 
51	0	0	0	0	0	1	6.6666666667 	1.1111111111 	0.0000000000 
52	0	0	0	0	0	1	7.2222222222 	1.1111111111 	0.0000000000 
53	0	0	0	0	0	1	7.7777777778 	1.1111111111 	0.0000000000 
54	0	0	0	0	0	1	8.3333333333 	1.1111111111 	0.0000000000 
55	0	0	0	0	0	1	8.8888888889 	1.1111111111 	0.0000000000 
56	0	0	0	0	0	1	9.4444444444 	1.1111111111 	0.0000000000 
57	1	1	1	1	1	1	10.0000000000 	1.1111111111 	0.0000000000 
58	1	1	1	1	1	1	0.0000000000 	1.6666666667 	0.0000000000 
59	0	0	0	0	0	1	0.5555555556 	1.6666666667 	0.0000000000 
60	0	0	0	0	0	1	1.1111111111 	1.6666666667 	0.0000000000 
61	0	0	0	0	0	1	1.6666666667 	1.6666666667 	0.0000000000 
62	0	0	0	0	0	1	2.2222222222 	1.6666666667 	0.0000000000 
63	0	0	0	0	0	1	2.7777777778 	1.6666666667 	0.0000000000 
64	0	0	0	0	0	1	3.3333333333 	1.6666666667 	0.0000000000 
65	0	0	0	0	0	1	3.8888888889 	1.6666666667 	0.0000000000 
66	0	0	0	0	0	1	4.4444444444 	1.6666666667 	0.0000000000 
67	0	0	0	0	0	1	5.0000000000 	1.6666666667 	0.0000000000 
68	0	0	0	0	0	1	5.5555555556 	1.6666666667 	0.0000000000 
69	0	0	0	0	0	1	6.1111111111 	1.6666666667 	0.0000000000 
70	0	0	0	0	0	1	6.6666666667 	1.6666666667 	0.0000000000 
71	0	0	0	0	0	1	7.2222222222 	1.6666666667 	0.0000000000 
72	0	0	0	0	0	1	7.7777777778 	1.6666666667 	0.0000000000 
73	0	0	0	0	0	1	8.3333333333 	1.6666666667 	0.0000000000 
74	0	0	0	0	0	1	8.8888888889 	1.6666666667 	0.0000000000 
75	0	0	0	0	0	1	9.4444444444 	1.6666666667 	0.0000000000 
76	1	1	1	1	1	1	10.0000000000 	1.6666666667 	0.0000000000 
77	1	1	1	1	1	1	0.0000000000 	2.2222222222 	0.0000000000 
78	0	0	0	0	0	1	0.5555555556 	2.2222222222 	0.0000000000 
79	0	0	0	0	0	1	1.1111111111 	2.2222222222 	0.0000000000 
80	0	0	0	0	0	1	1.6666666667 	2.2222222222 	0.0000000000 
81	0	0	0	0	0	1	2.2222222222 	2.2222222222 	0.0000000000 
82	0	0	0	0	0	1	2.7777777778 	2.2222222222 	0.0000000000 
83	0	0	0	0	0	1	3.3333333333 	2.2222222222 	0.0000000000 
84	0	0	0	0	0	1	3.8888888889 	2.2222222222 	0.0000000000 
85	0	0	0	0	0	1	4.4444444444 	2.2222222222 	0.0000000000 
86	0	0	0	0	0	1	5.0000000000 	2.2222222222 	0.0000000000 
87	0	0	0	0	0	1	5.5555555556 	2.2222222222 	0.0000000000 
88	0	0	0	0	0	1	6.1111111111 	2.2222222222 	0.0000000000 
89	0	0	0	0	0	1	6.6666666667 	2.2222222222 	0.0000000000 
90	0	0	0	0	0	1	7.2222222222 	2.2222222222 	0.0000000000 
91	0	0	0	0	0	1	7.7777777778 	2.2222222222 	0.0000000000 
92	0	0	0	0	0	1	8.3333333333 	2.2222222222 	0.0000000000 
93	0	0	0	0	0	1	8.8888888889 	2.2222222222 	0.0000000000 
94	0	0	0	0	0	1	9.4444444444 	2.2222222222 	0.0000000000 
95	1	1	1	1	1	1	10.0000000000 	2.2222222222 	0.0000000000 
96	1	1	1	1	1	1	0.0000000000 	2.7777777778 	0.0000000000 
97	0	0	0	0	0	1	0.5555555556 	2.7777777778 	0.0000000000 
98	0	0	0	0	0	1	1.1111111111 	2.7777777778 	0.0000000000 
99	0	0	0	0	0	1	1.6666666667 	2.7777777778 	0.0000000000 
100	0	0	0	0	0	1	2.2222222222 	2.7777777778 	0.0000000000 
101	0	0	0	0	0	1	2.7777777778 	2.7777777778 	0.0000000000 
102	0	0	0	0	0	1	3.3333333333 	2.7777777778 	0.0000000000 
103	0	0	0	0	0	1	3.8888888889 	2.7777777778 	0.0000000000 
104	0	0	0	0	0	1	4.4444444444 	2.7777777778 	0.0000000000 
105	0	0	0	0	0	1	5.0000000000 	2.7777777778 	0.0000000000 
106	0	0	0	0	0	1	5.5555555556 	2.7777777778 	0.0000000000 
107	0	0	0	0	0	1	6.1111111111 	2.7777777778 	0.0000000000 
108	0	0	0	0	0	1	6.6666666667 	2.7777777778 	0.0000000000 
109	0	0	0	0	0	1	7.2222222222 	2.7777777778 	0.0000000000 
110	0	0	0	0	0	1	7.7777777778 	2.7777777778 	0.0000000000 
111	0	0	0	0	0	1	8.3333333333 	2.7777777778 	0.0000000000 
112	0	0	0	0	0	1	8.8888888889 	2.7777777778 	0.0000000000 
113	0	0	0	0	0	1	9.4444444444 	2.7777777778 	0.0000000000 
114	1	1	1	1	1	1	10.0000000000 	2.7777777778 	0.0000000000 
115	1	1	1	1	1	1	0.0000000000 	3.3333333333 	0.0000000000 
116	0	0	0	0	0	1	0.5555555556 	3.3333333333 	0.0000000000 
117	0	0	0	0	0	1	1.1111111111 	3.3333333333 	0.0000000000 
