Generated by: Abaqus/CAE 2021  eletype:C3D20
111   1   1   1
1   0   0   0   -10.0000   -10.0000   40.0000
2   0   0   0   -10.0000   0.0000   40.0000
3   0   0   0   -10.0000   10.0000   40.0000
4   0   0   0   -10.0000   -10.0000   26.6667
5   0   0   0   -10.0000   0.0000   26.6667
6   0   0   0   -10.0000   10.0000   26.6667
7   0   0   0   -10.0000   -10.0000   13.3333
8   0   0   0   -10.0000   0.0000   13.3333
9   0   0   0   -10.0000   10.0000   13.3333
10   1   1   1   -10.0000   -10.0000   0.0000
11   1   1   1   -10.0000   0.0000   0.0000
12   1   1   1   -10.0000   10.0000   0.0000
13   0   0   0   0.0000   -10.0000   40.0000
14   0   0   0   0.0000   0.0000   40.0000
15   0   0   0   0.0000   10.0000   40.0000
16   0   0   0   0.0000   -10.0000   26.6667
17   0   0   0   0.0000   0.0000   26.6667
18   0   0   0   0.0000   10.0000   26.6667
19   0   0   0   0.0000   -10.0000   13.3333
20   0   0   0   0.0000   0.0000   13.3333
21   0   0   0   0.0000   10.0000   13.3333
22   1   1   1   0.0000   -10.0000   0.0000
23   1   1   1   0.0000   0.0000   0.0000
24   1   1   1   0.0000   10.0000   0.0000
25   0   0   0   10.0000   -10.0000   40.0000
26   0   0   0   10.0000   0.0000   40.0000
27   0   0   0   10.0000   10.0000   40.0000
28   0   0   0   10.0000   -10.0000   26.6667
29   0   0   0   10.0000   0.0000   26.6667
30   0   0   0   10.0000   10.0000   26.6667
31   0   0   0   10.0000   -10.0000   13.3333
32   0   0   0   10.0000   0.0000   13.3333
33   0   0   0   10.0000   10.0000   13.3333
34   1   1   1   10.0000   -10.0000   0.0000
35   1   1   1   10.0000   0.0000   0.0000
36   1   1   1   10.0000   10.0000   0.0000
37   0   0   0   0.0000   -10.0000   33.3333
38   0   0   0   0.0000   -5.0000   26.6667
39   0   0   0   0.0000   0.0000   33.3333
40   0   0   0   0.0000   -5.0000   40.0000
41   0   0   0   -10.0000   -5.0000   40.0000
42   0   0   0   -10.0000   0.0000   33.3333
43   0   0   0   -10.0000   -5.0000   26.6667
44   0   0   0   -10.0000   -10.0000   33.3333
45   0   0   0   -5.0000   0.0000   40.0000
46   0   0   0   -5.0000   -10.0000   40.0000
47   0   0   0   -5.0000   0.0000   26.6667
48   0   0   0   -5.0000   -10.0000   26.6667
49   0   0   0   0.0000   5.0000   26.6667
50   0   0   0   0.0000   10.0000   33.3333
51   0   0   0   0.0000   5.0000   40.0000
52   0   0   0   -10.0000   5.0000   40.0000
53   0   0   0   -10.0000   10.0000   33.3333
54   0   0   0   -10.0000   5.0000   26.6667
55   0   0   0   -5.0000   10.0000   40.0000
56   0   0   0   -5.0000   10.0000   26.6667
57   0   0   0   0.0000   -10.0000   20.0000
58   0   0   0   0.0000   -5.0000   13.3333
59   0   0   0   0.0000   0.0000   20.0000
60   0   0   0   -10.0000   0.0000   20.0000
61   0   0   0   -10.0000   -5.0000   13.3333
62   0   0   0   -10.0000   -10.0000   20.0000
63   0   0   0   -5.0000   0.0000   13.3333
64   0   0   0   -5.0000   -10.0000   13.3333
65   0   0   0   0.0000   5.0000   13.3333
66   0   0   0   0.0000   10.0000   20.0000
67   0   0   0   -10.0000   10.0000   20.0000
68   0   0   0   -10.0000   5.0000   13.3333
69   0   0   0   -5.0000   10.0000   13.3333
70   0   0   0   0.0000   -10.0000   6.6667
71   1   1   1   0.0000   -5.0000   0.0000
72   0   0   0   0.0000   0.0000   6.6667
73   0   0   0   -10.0000   0.0000   6.6667
74   1   1   1   -10.0000   -5.0000   0.0000
75   0   0   0   -10.0000   -10.0000   6.6667
76   1   1   1   -5.0000   0.0000   0.0000
77   1   1   1   -5.0000   -10.0000   0.0000
78   1   1   1   0.0000   5.0000   0.0000
79   0   0   0   0.0000   10.0000   6.6667
80   0   0   0   -10.0000   10.0000   6.6667
81   1   1   1   -10.0000   5.0000   0.0000
82   1   1   1   -5.0000   10.0000   0.0000
