Conv3 Test
    125     1     1     1
    1     1     1     1     0.0     0.0     0.0
    2     1     1     1     0.25    0.0     0.0
3 1 1 1 0.5 0.0 0.0
4 1 1 1 0.75 0.0 0.0
5 1 1 1 1.0 0.0 0.0
6 1 1 1 0.0 0.25 0.0
7 1 1 1 0.25 0.25 0.0
8 1 1 1 0.5 0.25 0.0
9 1 1 1 0.75 0.25 0.0
10 1 1 1 1.0 0.25 0.0
11 1 1 1 0.0 0.5 0.0
12 1 1 1 0.25 0.5 0.0
13 1 1 1 0.5 0.5 0.0
14 1 1 1 0.75 0.5 0.0
15 1 1 1 1.0 0.5 0.0
16 1 1 1 0.0 0.75 0.0
17 1 1 1 0.25 0.75 0.0
18 1 1 1 0.5 0.75 0.0
19 1 1 1 0.75 0.75 0.0
20 1 1 1 1.0 0.75 0.0
21 1 1 1 0.0 1.0 0.0
22 1 1 1 0.25 1.0 0.0
23 1 1 1 0.5 1.0 0.0
24 1 1 1 0.75 1.0 0.0
25 1 1 1 1.0 1.0 0.0
26 0 0 0 0.0 0.0 0.25
27 0 0 0 0.25 0.0 0.25
28 0 0 0 0.5 0.0 0.25
29 0 0 0 0.75 0.0 0.25
30 0 0 0 1.0 0.0 0.25
31 0 0 0 0.0 0.25 0.25
32 0 0 0 0.25 0.25 0.25
33 0 0 0 0.5 0.25 0.25
34 0 0 0 0.75 0.25 0.25
35 0 0 0 1.0 0.25 0.25
36 0 0 0 0.0 0.5 0.25
37 0 0 0 0.25 0.5 0.25
38 0 0 0 0.5 0.5 0.25
39 0 0 0 0.75 0.5 0.25
40 0 0 0 1.0 0.5 0.25
41 0 0 0 0.0 0.75 0.25
42 0 0 0 0.25 0.75 0.25
43 0 0 0 0.5 0.75 0.25
44 0 0 0 0.75 0.75 0.25
45 0 0 0 1.0 0.75 0.25
46 0 0 0 0.0 1.0 0.25
47 0 0 0 0.25 1.0 0.25
48 0 0 0 0.5 1.0 0.25
49 0 0 0 0.75 1.0 0.25
50 0 0 0 1.0 1.0 0.25
51 0 0 0 0.0 0.0 0.5
52 0 0 0 0.25 0.0 0.5
53 0 0 0 0.5 0.0 0.5
54 0 0 0 0.75 0.0 0.5
55 0 0 0 1.0 0.0 0.5
56 0 0 0 0.0 0.25 0.5
57 0 0 0 0.25 0.25 0.5
58 0 0 0 0.5 0.25 0.5
59 0 0 0 0.75 0.25 0.5
60 0 0 0 1.0 0.25 0.5
61 0 0 0 0.0 0.5 0.5
62 0 0 0 0.25 0.5 0.5
63 0 0 0 0.5 0.5 0.5
64 0 0 0 0.75 0.5 0.5
65 0 0 0 1.0 0.5 0.5
66 0 0 0 0.0 0.75 0.5
67 0 0 0 0.25 0.75 0.5
68 0 0 0 0.5 0.75 0.5
69 0 0 0 0.75 0.75 0.5
70 0 0 0 1.0 0.75 0.5
71 0 0 0 0.0 1.0 0.5
72 0 0 0 0.25 1.0 0.5
73 0 0 0 0.5 1.0 0.5
74 0 0 0 0.75 1.0 0.5
75 0 0 0 1.0 1.0 0.5
76 0 0 0 0.0 0.0 0.75
77 0 0 0 0.25 0.0 0.75
78 0 0 0 0.5 0.0 0.75
79 0 0 0 0.75 0.0 0.75
80 0 0 0 1.0 0.0 0.75
81 0 0 0 0.0 0.25 0.75
82 0 0 0 0.25 0.25 0.75
83 0 0 0 0.5 0.25 0.75
84 0 0 0 0.75 0.25 0.75
85 0 0 0 1.0 0.25 0.75
86 0 0 0 0.0 0.5 0.75
87 0 0 0 0.25 0.5 0.75
88 0 0 0 0.5 0.5 0.75
89 0 0 0 0.75 0.5 0.75
90 0 0 0 1.0 0.5 0.75
91 0 0 0 0.0 0.75 0.75
92 0 0 0 0.25 0.75 0.75
93 0 0 0 0.5 0.75 0.75
94 0 0 0 0.75 0.75 0.75
95 0 0 0 1.0 0.75 0.75
96 0 0 0 0.0 1.0 0.75
97 0 0 0 0.25 1.0 0.75
98 0 0 0 0.5 1.0 0.75
99 0 0 0 0.75 1.0 0.75
100 0 0 0 1.0 1.0 0.75
101 0 0 0 0.0 0.0 1.0
102 0 0 0 0.25 0.0 1.0
103 0 0 0 0.5 0.0 1.0
104 0 0 0 0.75 0.0 1.0
105 0 0 0 1.0 0.0 1.0
106 0 0 0 0.0 0.25 1.0
107 0 0 0 0.25 0.25 1.0
108 0 0 0 0.5 0.25 1.0
109 0 0 0 0.75 0.25 1.0
110 0 0 0 1.0 0.25 1.0
111 0 0 0 0.0 0.5 1.0
112 0 0 0 0.25 0.5 1.0
113 0 0 0 0.5 0.5 1.0
114 0 0 0 0.75 0.5 1.0
115 0 0 0 1.0 0.5 1.0
116 0 0 0 0.0 0.75 1.0
117 0 0 0 0.25 0.75 1.0
118 0 0 0 0.5 0.75 1.0
119 0 0 0 0.75 0.75 1.0
120 0 0 0 1.0 0.75 1.0
121 0 0 0 0.0 1.0 1.0
122 0 0 0 0.25 1.0 1.0
123 0 0 0 0.5 1.0 1.0
124 0 0 0 0.75 1.0 1.0
    125     0     0     0     1.0     1.0     1.0
    1    125
    1    3    -0.078125
    2    3    -0.15625
    3    3    -0.078125
    4    3    -0.15625
    5    3    -0.3125
    6    3    -0.15625
    7    3    -0.078125
    8    3    -0.15625
    9    3    -0.078125
    10   3    -0.15625
    11   3    -0.3125
    12   3    -0.15625
    13   3    -0.3125
    14   3    -0.625
    15   3    -0.3125
    16   3    -0.15625
    17   3    -0.3125
    18   3    -0.15625
    19   3    -0.078125
    20   3    -0.15625
    21   3    -0.078125
    22   3    -0.15625
    23   3    -0.3125
    24   3    -0.15625
    25   3    -0.078125
    26   3    -0.15625
    27   3    -0.078125
    4    8    1
    1    1000    0.0
    1    1    2    5    4    10    11    14    13    1
    2    2    3    6    5    11    12    15    14    1
    3    4    5    8    7    13    14    17    16    1
    4    5    6    9    8    14    15    18    17    1
    5    10   11   14   13   19    20    23    22    1
    6    11   12   15   14   20    21    24    23    1
    7    13   14   17   16   22    23    26    25    1
    8    14   15   18   17   23    24    27    26    1
    
